,Unnamed: 0,ner_id,link,title,doi
3754,3754,15162,/doi/10.1145/2463676.2463696,Interactive data mining with 3D-parallel-coordinate-trees,https://doi.org/10.1145/2463676.2463696
3755,3755,15166,/doi/10.1145/2018436.2018530,Optimizing a virtualized data center,https://doi.org/10.1145/2018436.2018530
3756,3756,15170,/doi/10.1145/1989323.1989458,One-pass data mining algorithms in a DBMS with UDFs,https://doi.org/10.1145/1989323.1989458
3757,3757,15172,/doi/10.1145/2463676.2463691,Continuous outlier detection in data streams,https://doi.org/10.1145/2463676.2463691
3758,3758,15175,/doi/10.1145/1807167.1807328,Pluggable personal data servers,https://doi.org/10.1145/1807167.1807328
3759,3759,15178,/doi/10.1145/1989323.1989463,A data-oriented transaction execution engine and supporting tools,https://doi.org/10.1145/1989323.1989463
3760,3760,15182,/doi/10.1145/3437963.3441716,TwiScraper: A Collaborative Project to Enhance Twitter Data Collection,https://doi.org/10.1145/3437963.3441716
3761,3761,15184,/doi/10.1145/2463676.2463687,A query answering system for data with evolution relationships,https://doi.org/10.1145/2463676.2463687
3762,3762,15188,/doi/10.1145/2018436.2018514,A protocol for disaster data evacuation,https://doi.org/10.1145/2018436.2018514
3763,3763,15192,/doi/10.1145/3170427.3186528,Data Jalebi Bot,https://doi.org/10.1145/3170427.3186528
3764,3764,15197,/doi/10.1145/2486001.2491699,Named data networking on a router,https://doi.org/10.1145/2486001.2491699
3765,3765,15202,/doi/10.1145/2487575.2487709,Real-time disease surveillance using Twitter data,https://doi.org/10.1145/2487575.2487709
3766,3766,15206,/doi/10.1145/1807167.1807305,Interactive visual exploration of neighbor-based patterns in data streams,https://doi.org/10.1145/1807167.1807305
3767,3767,15211,/doi/10.1145/2110363.2110469,Analyzing clinical data in XML,https://doi.org/10.1145/2110363.2110469
3768,3768,15215,/doi/10.1145/3430984.3430992,Extracting Tabular data for Question-Answering from Documents,https://doi.org/10.1145/3430984.3430992
3769,3769,15222,/doi/10.1145/3311957.3359509,MIDST: A System to Support Stigmergic Coordination in Data-Science Teams,https://doi.org/10.1145/3311957.3359509
3770,3770,15228,/doi/10.1145/2487575.2487714,FIU-Miner,https://doi.org/10.1145/2487575.2487714
3771,3771,15241,/doi/10.1145/2933267.2933290,Enabling semantic access to static and streaming distributed data with optique,https://doi.org/10.1145/2933267.2933290
3772,3772,15251,/doi/10.1145/2970930.2970962,Using Web Applications for Data Visualisation,https://doi.org/10.1145/2970930.2970962
3773,3773,15253,/doi/10.1145/1807167.1807308,Exploratory keyword search on data graphs,https://doi.org/10.1145/1807167.1807308
3774,3774,15257,/doi/10.1145/3274895.3274972,Dynamic spatio-temporal integration of traffic accident data,https://doi.org/10.1145/3274895.3274972
3775,3775,15259,/doi/10.1145/2505515.2508215,READFAST,https://doi.org/10.1145/2505515.2508215
3776,3776,15260,/doi/10.1145/2983323.2983337,"Thymeflow, A Personal Knowledge Base with Spatio-temporal Data",https://doi.org/10.1145/2983323.2983337
3777,3777,15262,/doi/10.1145/2588555.2594513,OceanRT,https://doi.org/10.1145/2588555.2594513
3778,3778,15266,/doi/10.1145/2382196.2382312,Demonstrating a lightweight data provenance for sensor networks,https://doi.org/10.1145/2382196.2382312
3779,3779,15271,/doi/10.1145/2661829.2661832,Faceted Exploring for Domain Knowledge over Linked Open Data,https://doi.org/10.1145/2661829.2661832
3780,3780,15279,/doi/10.1145/2030112.2030181,Near ultrasonic directional data transfer for modern smartphones,https://doi.org/10.1145/2030112.2030181
3781,3781,15282,/doi/10.1145/1985404.1985427,Efficiently handling clone data,https://doi.org/10.1145/1985404.1985427
3782,3782,15285,/doi/10.1145/2983323.2983339,Inferring Traffic Incident Start Time with Loop Sensor Data,https://doi.org/10.1145/2983323.2983339
3783,3783,15287,/doi/10.1145/2377677.2377694,An OpenFlow-based energy-efficient data center approach,https://doi.org/10.1145/2377677.2377694
3784,3784,15290,/doi/10.1145/2983323.2983336,Analyzing Data Relevance and Access Patterns of Live Production Database Systems,https://doi.org/10.1145/2983323.2983336
3785,3785,15299,/doi/10.1145/3041021.3054735,CognitiveDB,https://doi.org/10.1145/3041021.3054735
3786,3786,15302,/doi/10.1145/2070942.2071018,Demo: Distilling likely truth from noisy streaming data with Apollo,https://doi.org/10.1145/2070942.2071018
3787,3787,15309,/doi/10.1145/3274895.3274911,Los angeles metro bus data analysis using GPS trajectory and schedule data (demo paper),https://doi.org/10.1145/3274895.3274911
3788,3788,15313,/doi/10.1145/2342356.2342373,An OpenFlow-based energy-efficient data center approach,https://doi.org/10.1145/2342356.2342373
3789,3789,15314,/doi/10.1145/2588555.2594523,An extendable framework for managing uncertain spatio-temporal data,https://doi.org/10.1145/2588555.2594523
3790,3790,15318,/doi/10.1145/1869983.1870040,Visualizing sensor network data with Powertron,https://doi.org/10.1145/1869983.1870040
3791,3791,15321,/doi/10.1145/2996913.2996959,Automatic detection and matching of geospatial properties in transportation data sources (demo paper),https://doi.org/10.1145/2996913.2996959
3792,3792,15325,/doi/10.1145/2034691.2034706,Collaborative editing of multimodal annotation data,https://doi.org/10.1145/2034691.2034706
3793,3793,15327,/doi/10.1145/3583678.3603277,Demo: SLASH: Serverless Apache Spark Hub,https://doi.org/10.1145/3583678.3603277
3794,3794,15329,/doi/10.1145/3297001.3297037,EasyDist,https://doi.org/10.1145/3297001.3297037
3795,3795,15332,/doi/10.1145/3139958.3139990,A Cloud-Based Trajectory Data Management System,https://doi.org/10.1145/3139958.3139990
3796,3796,15335,/doi/10.1145/3347146.3359074,Scalable Multi-resolution Spatial Visualization for Anthropogenic Litter Data,https://doi.org/10.1145/3347146.3359074
3797,3797,15340,/doi/10.1145/2063576.2064008,A data mining system based on SQL queries and UDFs for relational databases,https://doi.org/10.1145/2063576.2064008
3798,3798,15341,/doi/10.1145/3123878.3131999,Making the Data Plane Ready for NFV,https://doi.org/10.1145/3123878.3131999
3799,3799,15347,/doi/10.1145/3340764.3345364,VRoadworks - Interactive Data Visualization for Coordinating Construction Sites in Virtual Reality,https://doi.org/10.1145/3340764.3345364
3800,3800,15353,/doi/10.1145/2567948.2577030,Collaborative adaptive case management with linked data,https://doi.org/10.1145/2567948.2577030
3801,3801,15357,/doi/10.1145/3474717.3484208,AIS Data as Trajectories and Heat Maps,https://doi.org/10.1145/3474717.3484208
3802,3802,15362,/doi/10.1145/2166966.2167027,"Simple, fast, and accurate clustering of data sequences",https://doi.org/10.1145/2166966.2167027
3803,3803,15365,/doi/10.1145/3137133.3141436,Privacy-preserving building-related data publication using PAD,https://doi.org/10.1145/3137133.3141436
3804,3804,15368,/doi/10.1145/2567948.2577022,Exploring the web of spatial data with facete,https://doi.org/10.1145/2567948.2577022
3805,3805,15372,/doi/10.1145/2996913.2996975,Demonstrating PlanetSense,https://doi.org/10.1145/2996913.2996975
3806,3806,15375,/doi/10.1145/2487575.2487713,A tool for collecting provenance data in social media,https://doi.org/10.1145/2487575.2487713
3807,3807,15379,/doi/10.1145/2661829.2661846,Knowledge Management for Keyword Search over Data Graphs,https://doi.org/10.1145/2661829.2661846
3808,3808,15381,/doi/10.1145/2463676.2465240,Data mining algorithms as a service in the cloud exploiting relational database systems,https://doi.org/10.1145/2463676.2465240
3809,3809,15384,/doi/10.1145/3398682.3399167,A Framework for DSL-Based Query Classification Using Relational and Graph-Based Data Models,https://doi.org/10.1145/3398682.3399167
3810,3810,15387,/doi/10.1145/2994551.2996536,Talos a Platform for Processing Encrypted IoT Data,https://doi.org/10.1145/2994551.2996536
3811,3811,15388,/doi/10.1145/2494091.2494095,SVD-based hierarchical data gathering for environmental monitoring,https://doi.org/10.1145/2494091.2494095
3812,3812,15393,/doi/10.1145/3557915.3561479,Infrastructure for spatiotemporal exploration of interregional and international interaction of epidemiological data (DEMO PAPER),https://doi.org/10.1145/3557915.3561479
3813,3813,15398,/doi/10.1145/2484028.2484219,A geolinguistic web application based on linked open data,https://doi.org/10.1145/2484028.2484219
3814,3814,15402,/doi/10.1145/2072298.2072472,Visual-based plant species identification from crowdsourced data,https://doi.org/10.1145/2072298.2072472
3815,3815,15413,/doi/10.1145/3576915.3624363,Demo: Data Minimization and Informed Consent in Administrative Forms,https://doi.org/10.1145/3576915.3624363
3816,3816,15416,/doi/10.1145/3639856.3639910,"DataExplorer - Computer Vision data management, exploration, curation, and modeling at scale",https://doi.org/10.1145/3639856.3639910
3817,3817,15420,/doi/10.1145/1835449.1835568,A data-parallel toolkit for information retrieval,https://doi.org/10.1145/1835449.1835568
3818,3818,15423,/doi/10.1145/3366627.3368119,VR Application Framework for Collecting Sensor Data in Risky Situations,https://doi.org/10.1145/3366627.3368119
3819,3819,15432,/doi/10.1145/3315002.3332437,An Easy to Use Data Logger for Local User Studies,https://doi.org/10.1145/3315002.3332437
3820,3820,15435,/doi/10.1145/2348283.2348432,Integrative online research-data management,https://doi.org/10.1145/2348283.2348432
3821,3821,15438,/doi/10.1145/2785956.2790035,"A High-Radix, Low-Latency Optical Switch for Data Centers",https://doi.org/10.1145/2785956.2790035
3822,3822,15445,/doi/10.1145/3123266.3127919,Enhancing Music Events Using Physiological Sensor Data,https://doi.org/10.1145/3123266.3127919
3823,3823,15447,/doi/10.1145/1807167.1807309,Integrating keyword search with multiple dimension tree views over a summary corpus data cube,https://doi.org/10.1145/1807167.1807309
3824,3824,15449,/doi/10.1145/3272973.3273001,Visualizing Geo-Demographic Urban Data,https://doi.org/10.1145/3272973.3273001
3825,3825,15453,/doi/10.1145/1864431.1864434,"Integrated tool chain for recording and handling large, multimodal context recognition data sets",https://doi.org/10.1145/1864431.1864434
3826,3826,15458,/doi/10.1145/2949689.2949700,SciServer Compute,https://doi.org/10.1145/2949689.2949700
3827,3827,15462,/doi/10.1145/3109859.3109979,Data-Driven Repricing Strategies in Competitive Markets,https://doi.org/10.1145/3109859.3109979
3828,3828,15469,/doi/10.1145/2093973.2094062,Real-time routing with OpenStreetMap data,https://doi.org/10.1145/2093973.2094062
3829,3829,15472,/doi/10.1145/3604915.3610655,Re2Dan: Retrieval of Medical Documents for e-Health in Danish,https://doi.org/10.1145/3604915.3610655
3830,3830,15476,/doi/10.1145/1998441.1998464,System for automatic estimation of data sensitivity with applications to access control and other applications,https://doi.org/10.1145/1998441.1998464
3831,3831,15481,/doi/10.1145/2484028.2484209,Answering natural language queries over linked data graphs,https://doi.org/10.1145/2484028.2484209
3832,3832,15485,/doi/10.1145/3627050.3630725,Automated Behavior Labeling for IIoT Data,https://doi.org/10.1145/3627050.3630725
3833,3833,15491,/doi/10.1145/2452376.2452462,An efficient layout method for a large collection of geographic data entries,https://doi.org/10.1145/2452376.2452462
3834,3834,15494,/doi/10.1145/3139958.3140041,Interactive Intersection Analysis using Trajectory Data,https://doi.org/10.1145/3139958.3140041
3835,3835,15497,/doi/10.1145/3290607.3313249,Multimodal Representation of Complex Spatial Data,https://doi.org/10.1145/3290607.3313249
3836,3836,15500,/doi/10.1145/1873951.1874290,Training data collection system for a learning-based photographic aesthetic quality inference engine,https://doi.org/10.1145/1873951.1874290
3837,3837,15503,/doi/10.1145/3397536.3422333,DiSA,https://doi.org/10.1145/3397536.3422333
3838,3838,15510,/doi/10.1145/3474717.3484256,An Efficient RDF Converter and SPARQL Endpoint for the Complete OpenStreetMap Data,https://doi.org/10.1145/3474717.3484256
3839,3839,15515,/doi/10.1145/3058555.3058581,Extraction of Tabular Data from Document Images,https://doi.org/10.1145/3058555.3058581
3840,3840,15518,/doi/10.1145/2030718.2030741,An experimental framework for data gathering and analysis in wireless sensor networks,https://doi.org/10.1145/2030718.2030741
3841,3841,15523,/doi/10.1145/2487575.2487718,EventCube,https://doi.org/10.1145/2487575.2487718
3842,3842,15545,/doi/10.1145/3302541.3311963,Poster Paper Impact Of Software Stack Version On Micro-architecture,https://doi.org/10.1145/3302541.3311963
3843,3843,15548,/doi/10.1145/3311957.3359512,ModelLens: An Interactive System to Support the Model Improvement Practices of Data Science Teams,https://doi.org/10.1145/3311957.3359512
3844,3844,15551,/doi/10.1145/2938559.2948868,Demo,https://doi.org/10.1145/2938559.2948868
3845,3845,15554,/doi/10.1145/3583120.3589809,Demo Abstract: BiGuide: A Bi-level Data Acquisition Guidance for Object Detection on Mobile Devices,https://doi.org/10.1145/3583120.3589809
3846,3846,15558,/doi/10.1145/2247596.2247682,Distributed data management for large-scale wireless sensor networks simulations,https://doi.org/10.1145/2247596.2247682
3847,3847,15564,/doi/10.1145/2159576.2159597,"Illinois vehicular project, live data sampling and opportunistic internet connectivity",https://doi.org/10.1145/2159576.2159597
3848,3848,15569,/doi/10.1145/3543758.3547515,Immersive Experience of Multidimensional Data using Mixed Reality based Scatterplots,https://doi.org/10.1145/3543758.3547515
3849,3849,15573,/doi/10.1145/2991561.2998466,Subway Passenger Distribution System by using CO2 Concentrations Data,https://doi.org/10.1145/2991561.2998466
3850,3850,15579,/doi/10.1145/2072298.2072475,Processing of multimedia data using the P2G framework,https://doi.org/10.1145/2072298.2072475
3851,3851,15588,/doi/10.1145/2034691.2034704,Automated conversion of web-based marriage register data into a printed format with predefined layout,https://doi.org/10.1145/2034691.2034704
3852,3852,15590,/doi/10.1145/3185768.3185772,SPARK Job Performance Analysis and Prediction Tool,https://doi.org/10.1145/3185768.3185772
3853,3853,15593,/doi/10.1145/3594739.3610711,CityScouter: Exploring the Atmosphere of Urban Landscapes and Visitor Demands with Multimodal Data,https://doi.org/10.1145/3594739.3610711
3854,3854,15603,/doi/10.1145/2567948.2577026,A demonstration of query-oriented distribution and replication techniques for dynamic graph data,https://doi.org/10.1145/2567948.2577026
3855,3855,15608,/doi/10.1145/2992154.2996873,Exploring Genetic Mutations on Mitochondrial DNA Cancer Data with Interactive Tabletop and Active Tangibles,https://doi.org/10.1145/2992154.2996873
3856,3856,15615,/doi/10.1145/3544549.3583905,Exploring Augmented Reality Waste Data Representations for Eco Feedback.,https://doi.org/10.1145/3544549.3583905
3857,3857,15620,/doi/10.1145/3328905.3332512,"Ping - A customizable, open-source information filtering system for textual data",https://doi.org/10.1145/3328905.3332512
3858,3858,15622,/doi/10.1145/3527927.3535198,"Tekniverse: A world that connects signals, data, and people",https://doi.org/10.1145/3527927.3535198
3859,3859,15624,/doi/10.1145/1807167.1807315,Midas,https://doi.org/10.1145/1807167.1807315
3860,3860,15640,/doi/10.1145/2339530.2339764,BC-PDM,https://doi.org/10.1145/2339530.2339764
3861,3861,15648,/doi/10.1145/2213836.2213938,Clydesdale,https://doi.org/10.1145/2213836.2213938
3862,3862,15652,/doi/10.1145/2187980.2188070,Deep answers for naturally asked questions on the web of data,https://doi.org/10.1145/2187980.2188070
3863,3863,15657,/doi/10.1145/1999320.1999384,GIS Kit demonstration of field data collection and large dataset visualization on the iPad 2,https://doi.org/10.1145/1999320.1999384
3864,3864,15659,/doi/10.1145/2339530.2339774,AssocExplorer,https://doi.org/10.1145/2339530.2339774
3865,3865,15666,/doi/10.1145/3570361.3614076,NWDAMaaS: A Containerized Real-Time Data Analytic Framework for 5G Self-Organizing Networks,https://doi.org/10.1145/3570361.3614076
3866,3866,15673,/doi/10.1145/3399715.3399970,Information Visualization Interface on Home Router Traffic Data for Laypersons,https://doi.org/10.1145/3399715.3399970
3867,3867,15680,/doi/10.1145/2494091.2494104,Bridging the last gap,https://doi.org/10.1145/2494091.2494104
3868,3868,15684,/doi/10.1145/2213836.2213934,Shark,https://doi.org/10.1145/2213836.2213934
3869,3869,15687,/doi/10.1145/2371664.2371702,Exploring multi-dimensional data on mobile devices with single hand motion and orientation gestures,https://doi.org/10.1145/2371664.2371702
3870,3870,15690,/doi/10.1145/1807167.1807304,Symbiote,https://doi.org/10.1145/1807167.1807304
3871,3871,15697,/doi/10.1145/3594806.3596527,The Projection Mapping Situational Layer: Tabletop Projection Mapping for Visualisation of Real-time Geospatial Data,https://doi.org/10.1145/3594806.3596527
3872,3872,15700,/doi/10.1145/3184558.3186983,BarcelonaNow,https://doi.org/10.1145/3184558.3186983
3873,3873,15706,/doi/10.1145/3400903.3401691,Combining Two Worlds: MonetDB with Multi-Dimensional Index Structure Support to Efficiently Query Scientific Data,https://doi.org/10.1145/3400903.3401691
3874,3874,15712,/doi/10.1145/1989323.1989491,DBWiki,https://doi.org/10.1145/1989323.1989491
3875,3875,15717,/doi/10.1145/3041021.3054722,TruthDiscover,https://doi.org/10.1145/3041021.3054722
3876,3876,15722,/doi/10.1145/2463676.2465231,SQUIN,https://doi.org/10.1145/2463676.2465231
3877,3877,15724,/doi/10.1145/2463676.2463685,"Less watts, more performance",https://doi.org/10.1145/2463676.2463685
3878,3878,15725,/doi/10.1145/3180308.3180334,Language Density Driven Route Navigation System for Pedestrians based on Twitter Data,https://doi.org/10.1145/3180308.3180334
3879,3879,15729,/doi/10.1145/2505515.2508207,GeCo,https://doi.org/10.1145/2505515.2508207
3880,3880,15733,/doi/10.1145/3379336.3381466,Enhancing Travel Experience Leveraging on-line and off-line Users' Behaviour Data,https://doi.org/10.1145/3379336.3381466
3881,3881,15735,/doi/10.1145/3340964.3340989,HotPeriods,https://doi.org/10.1145/3340964.3340989
3882,3882,15740,/doi/10.1145/3184558.3186963,Chisel,https://doi.org/10.1145/3184558.3186963
3883,3883,15745,/doi/10.1145/1871437.1871777,Brown dwarf,https://doi.org/10.1145/1871437.1871777
3884,3884,15746,/doi/10.1145/2588555.2594528,TAREEG,https://doi.org/10.1145/2588555.2594528
3885,3885,15749,/doi/10.1145/3557915.3561041,Exploring intercity regional similarity using worldwide location-based social network data (demo paper),https://doi.org/10.1145/3557915.3561041
3886,3886,15755,/doi/10.1145/2020408.2020530,SIGKDD demo,https://doi.org/10.1145/2020408.2020530
3887,3887,15758,/doi/10.1145/1989323.1989481,SPROUT2,https://doi.org/10.1145/1989323.1989481
3888,3888,15762,/doi/10.1145/2187980.2188039,GovWILD,https://doi.org/10.1145/2187980.2188039
3889,3889,15770,/doi/10.1145/1871437.1871782,SEQUEL,https://doi.org/10.1145/1871437.1871782
3890,3890,15774,/doi/10.1145/2594368.2601466,Demo,https://doi.org/10.1145/2594368.2601466
3891,3891,15778,/doi/10.1145/2938559.2948849,Demo,https://doi.org/10.1145/2938559.2948849
3892,3892,15780,/doi/10.1145/3397536.3422351,SpiderWeb,https://doi.org/10.1145/3397536.3422351
3893,3893,15782,/doi/10.1145/3328905.3332507,Pretty Fly for a VAT GUI,https://doi.org/10.1145/3328905.3332507
3894,3894,15793,/doi/10.1145/1851182.1851261,Ripcord,https://doi.org/10.1145/1851182.1851261
3895,3895,15795,/doi/10.1145/2247596.2247678,SPARQL-RW,https://doi.org/10.1145/2247596.2247678
3896,3896,15797,/doi/10.1145/2452376.2452475,ProvenanceCurious,https://doi.org/10.1145/2452376.2452475
3897,3897,15800,/doi/10.1145/2872518.2890536,VERA,https://doi.org/10.1145/2872518.2890536
3898,3898,15801,/doi/10.1145/2463676.2465232,DBalancer,https://doi.org/10.1145/2463676.2465232
3899,3899,15803,/doi/10.1145/2996913.2996923,Towards interactive analytics and visualization on one billion tweets,https://doi.org/10.1145/2996913.2996923
3900,3900,15807,/doi/10.1145/1963192.1963295,Helix,https://doi.org/10.1145/1963192.1963295
3901,3901,15809,/doi/10.1145/2463676.2463684,SciQL,https://doi.org/10.1145/2463676.2463684
3902,3902,15813,/doi/10.1145/2488222.2489276,Demo,https://doi.org/10.1145/2488222.2489276
3903,3903,15817,/doi/10.1145/2396761.2398749,AMADA,https://doi.org/10.1145/2396761.2398749
3904,3904,15820,/doi/10.1145/2463676.2463680,GeoDeepDive,https://doi.org/10.1145/2463676.2463680
3905,3905,15824,/doi/10.1145/3632410.3632479,STRCUBE - An architecture and Reference Implementation for Streaming Star Schema,https://doi.org/10.1145/3632410.3632479
3906,3906,15827,/doi/10.1145/2588555.2594534,BabbleFlow,https://doi.org/10.1145/2588555.2594534
3907,3907,15830,/doi/10.1145/3405755.3406163,"OK, DNA!",https://doi.org/10.1145/3405755.3406163
3908,3908,15833,/doi/10.1145/3139958.3139968,GUIDES,https://doi.org/10.1145/3139958.3139968
3909,3909,15857,/doi/10.1145/2463676.2465260,PBS at work,https://doi.org/10.1145/2463676.2465260
3910,3910,15861,/doi/10.1145/2778865.2778871,TrafficKarma,https://doi.org/10.1145/2778865.2778871
3911,3911,15865,/doi/10.1145/2339530.2339781,EventSearch,https://doi.org/10.1145/2339530.2339781
3912,3912,15874,/doi/10.1145/2872518.2890530,Piglet,https://doi.org/10.1145/2872518.2890530
3913,3913,15876,/doi/10.1145/2487788.2487927,ALFRED,https://doi.org/10.1145/2487788.2487927
3914,3914,15877,/doi/10.1145/2661829.2661848,iMiner,https://doi.org/10.1145/2661829.2661848
3915,3915,15883,/doi/10.1145/2396761.2398747,STFMap,https://doi.org/10.1145/2396761.2398747
3916,3916,15888,/doi/10.1145/3314183.3324970,Zero-Coding UMAP in Marketing,https://doi.org/10.1145/3314183.3324970
3917,3917,15890,/doi/10.1145/2396761.2398743,The nautilus analyzer,https://doi.org/10.1145/2396761.2398743
3918,3918,15893,/doi/10.1145/1999676.1999720,LinkedDataLens,https://doi.org/10.1145/1999676.1999720
3919,3919,15895,/doi/10.1145/2463676.2465267,WOW,https://doi.org/10.1145/2463676.2465267
3920,3920,15899,/doi/10.1145/3240508.3241389,ArtSight,https://doi.org/10.1145/3240508.3241389
3921,3921,15904,/doi/10.1145/3078072.3091992,Sonification Blocks,https://doi.org/10.1145/3078072.3091992
3922,3922,15907,/doi/10.1145/2452376.2452472,MinExp-card,https://doi.org/10.1145/2452376.2452472
3923,3923,15910,/doi/10.1145/1772690.1772914,ZoomRDF,https://doi.org/10.1145/1772690.1772914
3924,3924,15915,/doi/10.1145/2567948.2577020,CityBeat,https://doi.org/10.1145/2567948.2577020
3925,3925,15923,/doi/10.1145/2166966.2167029,Explain-a-LOD,https://doi.org/10.1145/2166966.2167029
3926,3926,15925,/doi/10.1145/2567948.2577017,Databugger,https://doi.org/10.1145/2567948.2577017
3927,3927,15931,/doi/10.1145/2669485.2669529,FlexiWall,https://doi.org/10.1145/2669485.2669529
3928,3928,15934,/doi/10.1145/3383219.3383264,MLCQ,https://doi.org/10.1145/3383219.3383264
3929,3929,15937,/doi/10.1145/3347146.3359106,Simulating Urban Patterns of Life,https://doi.org/10.1145/3347146.3359106
3930,3930,15939,/doi/10.1145/3537797.3537864,Open Forest,https://doi.org/10.1145/3537797.3537864
3931,3931,15944,/doi/10.1145/1772690.1772907,Sig.ma,https://doi.org/10.1145/1772690.1772907
3932,3932,15951,/doi/10.1145/2700648.2811344,EnTable,https://doi.org/10.1145/2700648.2811344
3933,3933,15955,/doi/10.1145/2488222.2488350,Demo,https://doi.org/10.1145/2488222.2488350
3934,3934,15958,/doi/10.1145/2983323.2983329,FeatureMiner,https://doi.org/10.1145/2983323.2983329
3935,3935,15961,/doi/10.1145/2463676.2465250,The farm,https://doi.org/10.1145/2463676.2465250
3936,3936,15966,/doi/10.1145/2339530.2339771,Information propagation game,https://doi.org/10.1145/2339530.2339771
3937,3937,15969,/doi/10.1145/2247596.2247675,Private-HERMES,https://doi.org/10.1145/2247596.2247675
3938,3938,15974,/doi/10.1145/3123024.3123187,Ubiquitous blood pressure monitoring using EEG and PPG signals,https://doi.org/10.1145/3123024.3123187
3939,3939,15984,/doi/10.1145/2213836.2213940,AstroShelf,https://doi.org/10.1145/2213836.2213940
3940,3940,15990,/doi/10.1145/2821650.2830309,Demo Abstract,https://doi.org/10.1145/2821650.2830309
3941,3941,15994,/doi/10.1145/1999995.2000038,Demo,https://doi.org/10.1145/1999995.2000038
3942,3942,16001,/doi/10.1145/3274895.3274950,3D semantic segmentation for high-resolution aerial survey derived point clouds using deep learning (demonstration),https://doi.org/10.1145/3274895.3274950
3943,3943,16006,/doi/10.1145/2733373.2807981,smArt,https://doi.org/10.1145/2733373.2807981
3944,3944,16007,/doi/10.1145/2505515.2508210,DeExcelerator,https://doi.org/10.1145/2505515.2508210
3945,3945,16013,/doi/10.1145/3474717.3484269,CrowdMap,https://doi.org/10.1145/3474717.3484269
3946,3946,16019,/doi/10.1145/2889160.2891047,How not to do it,https://doi.org/10.1145/2889160.2891047
3947,3947,16021,/doi/10.1145/2502081.2502259,OSCOR,https://doi.org/10.1145/2502081.2502259
3948,3948,16027,/doi/10.1145/2110363.2110474,IFC soft,https://doi.org/10.1145/2110363.2110474
3949,3949,16030,/doi/10.1145/3197231.3197235,TYDR,https://doi.org/10.1145/3197231.3197235
3950,3950,16039,/doi/10.1145/3170427.3186497,Demonstrating David Meets Goliath,https://doi.org/10.1145/3170427.3186497
3951,3951,16042,/doi/10.1145/3474717.3483990,JUST-Traj,https://doi.org/10.1145/3474717.3483990
3952,3952,16044,/doi/10.1145/2809695.2817852,Demo,https://doi.org/10.1145/2809695.2817852
3953,3953,16048,/doi/10.1145/2984356.2985232,Demo,https://doi.org/10.1145/2984356.2985232
3954,3954,16052,/doi/10.1145/3632410.3632487,RE-RecSys: An End-to-End system for recommending properties in Real-Estate domain,https://doi.org/10.1145/3632410.3632487
3955,3955,16057,/doi/10.1145/3417990.3422007,Insights collaboration space,https://doi.org/10.1145/3417990.3422007
3956,3956,16068,/doi/10.1145/2396761.2398745,HadoopXML,https://doi.org/10.1145/2396761.2398745
3957,3957,16073,/doi/10.1145/2090116.2090145,AAT,https://doi.org/10.1145/2090116.2090145
3958,3958,16078,/doi/10.1145/2801694.2802141,Demo,https://doi.org/10.1145/2801694.2802141
3959,3959,16080,/doi/10.1145/2588555.2594531,VQA,https://doi.org/10.1145/2588555.2594531
3960,3960,16083,/doi/10.1145/3560905.3568085,TagAlong,https://doi.org/10.1145/3560905.3568085
3961,3961,16087,/doi/10.1145/2396761.2398724,Lonomics Atlas,https://doi.org/10.1145/2396761.2398724
3962,3962,16093,/doi/10.1145/3139958.3140025,Virtual Cities,https://doi.org/10.1145/3139958.3140025
3963,3963,16099,/doi/10.1145/3290607.3313289,Hybrid Dandelion,https://doi.org/10.1145/3290607.3313289
3964,3964,16102,/doi/10.1145/3474717.3483989,CSD-CMAD,https://doi.org/10.1145/3474717.3483989
3965,3965,16124,/doi/10.1145/2789168.2789169,Demo,https://doi.org/10.1145/2789168.2789169
3966,3966,16128,/doi/10.1145/3347146.3359362,CrowdZIP,https://doi.org/10.1145/3347146.3359362
3967,3967,16131,/doi/10.1145/2502081.2502247,repoVizz,https://doi.org/10.1145/2502081.2502247
3968,3968,16135,/doi/10.1145/2768510.2770939,OS|Plug,https://doi.org/10.1145/2768510.2770939
3969,3969,16138,/doi/10.1145/2187980.2188058,H2RDF,https://doi.org/10.1145/2187980.2188058
3970,3970,16139,/doi/10.1145/2588555.2594521,ONTOCUBO,https://doi.org/10.1145/2588555.2594521
3971,3971,16140,/doi/10.1145/3341162.3343790,http://eyewear.pro,https://doi.org/10.1145/3341162.3343790
3972,3972,16143,/doi/10.1145/2783446.2783627,Watching you,https://doi.org/10.1145/2783446.2783627
3973,3973,16146,/doi/10.1145/2247596.2247683,Knowing,https://doi.org/10.1145/2247596.2247683
3974,3974,16150,/doi/10.1145/2588555.2594532,ABS,https://doi.org/10.1145/2588555.2594532
3975,3975,16154,/doi/10.1145/3041021.3054734,Integrating Modeling Languages and Web Logs for Enhanced User Behavior Analytics,https://doi.org/10.1145/3041021.3054734
3976,3976,16157,/doi/10.1145/3613905.3648657,ShadowMaker: Sketch-Based Creation Tool for Digital Shadow Puppetry,https://doi.org/10.1145/3613905.3648657
3977,3977,16162,/doi/10.1145/3210284.3219775,Vessel Trajectory Prediction using Sequence-to-Sequence Models over Spatial Grid,https://doi.org/10.1145/3210284.3219775
3978,3978,16163,/doi/10.1145/1869790.1869887,Ontuition,https://doi.org/10.1145/1869790.1869887
3979,3979,16165,/doi/10.1145/3347146.3359076,DrugTracker,https://doi.org/10.1145/3347146.3359076
