,ner_id,link,title,doi
324,547,publication/375551911_The_Digital_Transformation_of_the_Banking_Industry_in_the_Era_of_Big_Data?_sg=NLwoRfdmOUbtZpKm5cibA1CC37t2VCLQKoCQfDD7x6QYW-kWB_FfKlcacqJuw-_raGgiH9WKNGIPvhI,The Digital Transformation of the Banking Industry in the Era of Big Data, 10.54254/2754-1169/39/20231929
325,548,publication/379927068_Pervasive_Computing_for_New_Design_in_Big_Data_Analytics_Software_Development_Requirements_Engineering_Perspective?_sg=pydM_OLgGXYajPhym9rvpVlpYLVMeVdozQjlv5thfQEdqfIFvuB2-4zje8HHolEs0PIIQi_6U0HcDeE,Pervasive Computing For New Design In Big Data Analytics Software Development: Requirements Engineering Perspective, 10.33140/JCTCSR.03.02.07
326,550,publication/378063210_Big_Data_and_Sustainable_Applications_for_Healthy_and_Safe_Coastal_Cities?_sg=ogsz6bgXlFkbhqmLkMNS0mwrQfcBd4MIyXPtuWtpN-32YpWkXeBTtj3psJOHyNZVjB6KLywtGLcJ034,Big Data and Sustainable Applications for Healthy and Safe Coastal Cities, 10.1007/978-3-031-48831-3_3
327,552,publication/379813988_Multidimensional_scaling_for_big_data?_sg=Cy6-W2jfQIMkfBVE86KDlef8063IYz3iSibabjjaWBcioG0N1OfjW_MtjC_Wp8T0oPmlqfs4GRkQivM,Multidimensional scaling for big data, 10.1007/s11634-024-00591-9
328,555,publication/379645801_Analyzing_the_effectiveness_of_using_big_data_to_make_economic_decisions?_sg=EX5NtAP0jQ9K9mZ_O4hsCC95WdRL70A-aWbdj2L397WUrdmnAyigBCHs2GG5dO8sUt7TDOz15YT1Ftk,Analyzing the effectiveness of using big data to make economic decisions, 10.58224/2658-5286-2024-7-2-355-360
329,556,publication/381199239_Integrating_OLAP_with_NoSQL_Databases_in_Big_Data_Environments_Systematic_Mapping?_sg=sWe-q8L1JpWxiElZ7wlWZsT711vrl9vFBhAKOSEoMeCQ6FqD0mI9OG1YjlPb8_nXt4MBhNqur8PWmp8,Integrating OLAP with NoSQL Databases in Big Data Environments: Systematic Mapping, 10.3390/bdcc8060064
330,557,publication/379266312_Anesthesia_decision_analysis_using_a_cloud-based_big_data_platform?_sg=YNJdxAn_hp0svJCptq9FDXJcbZH0uWPq5Tx5xY7ddlOPS8WZm6HS1uctpINP9fqplgjAarqhU4LgkHs,Anesthesia decision analysis using a cloud-based big data platform, 10.1186/s40001-024-01764-0
331,558,publication/379414020_Big_Data_Analytics_for_Improved_Weather_Forecasting_and_Disaster_Management?_sg=bTTGnMGNsbDx7wkwtflFKG8Cvw0X100gpTqDmLr_MtZau_ort0HzQ3IQx7SEigvoim12dutoEJnVWHE,Big Data Analytics for Improved Weather Forecasting and Disaster Management, 10.1007/978-981-97-0341-8_9
332,559,publication/378357782_Big_Data_Applications_for_Smart_Cities?_sg=dxt3xmucFB80w0velWwUdRGGyXZWteg5MSA8bsNpW049afYyE5tuJKjIqEMM9zxMYjfAUKY9AzQbTRM,Big Data Applications for Smart Cities, 10.54097/mj1gj9u9
333,560,publication/381087590_Interoperability_and_Portability_in_Big_Data_Analysis_Based_Cloud-Fog-Edge-Dew_Computing?_sg=bAl_dfp7vuZxJ5LQpnyaHeWsFZx8uHDqPtQ-y_YGsYNlRvY5unM63RiKVLjlHEh1S4-N5n0IoqOyZME,Interoperability and Portability in Big Data Analysis Based Cloud-Fog-Edge-Dew Computing, 10.1007/978-981-97-2644-8_11
334,561,publication/379971577_The_Use_of_Big_Data_Analytics_for_Metro_Operations_Control?_sg=_2ARmD1AhFtMw1Hw-5yn_p93q-VhsqNIZnpyS8sGJmJZ8EsuFyGrRH8tckqwg9Nlwr1JP8EPYIxqy8Y,The Use of Big Data Analytics for Metro Operations Control, 10.54254/2754-1169/73/20230610
335,562,publication/377929450_Data_sharing_and_big_data_in_health_professions_education_Ottawa_consensus_statement_and_recommendations_for_scholarship?_sg=B8Tr_Rovx4fPKBpcdhjiIZ1Nmi_OkZKnTKQdVhvWasanzQvC_4mj2l-i9frcbwIWQ8Z8erUeQ7wIhlI,Data sharing and big data in health professions education: Ottawa consensus statement and recommendations for scholarship, 10.1080/0142159X.2023.2298762
336,563,publication/374984784_Big_Data_as_a_Source_of_Innovation_for_Disease_Diagnosis?_sg=jmD1namGvxS9ZQ7LnXXiF3LNvpswl8KD1oEoZ2AlfPcZ0Sp09iLJ8dK24Fhb7Fuh6u4W07TRhEtzz3I,Big Data as a Source of Innovation for Disease Diagnosis, 10.1201/9781003442639-7
337,564,publication/380749954_New_Framework_Modeling_for_Big_Data_Analysis_of_the_Future?_sg=SdWutmChUCSSc9YiQPC0x6mKOL91J14jCq8G2zEMiHDanURVpGDODtNu1c1Hb73M4qkONJj38uyUyQg,New Framework Modeling for Big Data Analysis of the Future, 10.4018/979-8-3693-1355-8.ch002
338,566,publication/381187214_Forecasting_transport_flows_using_big_data_and_machine_learning_technology?_sg=9uwL625Vq1RcMDph4Mv91Gbm1Nu-mciL14wZtE1hO0jbmfIzZWW-aOg_uP3Yrc-P156i9FZHVABPSew,Forecasting transport flows using big data and machine learning technology, 10.1051/e3sconf/202453102012
339,567,publication/381112409_A_base_da_piramide_de_dados_Big_Data_e_o_Sul_Global?_sg=N-JzehsSBOiMj_rYW9FMYaEds3eNIpS_Wx6fzv8ksOzReJshK5N4-edWFKMp4LDD1YHHtj8JheLg_5I,A base da pirâmide de dados: Big Data e o Sul Global, 10.22409/rmc.v18i2.63058
340,568,publication/379106468_Convergence_of_Data_Analytics_Big_Data_and_Machine_Learning_Applications_Challenges_and_Future_Direction?_sg=fhyWERawOcmYnC25lZ2JFq8j6PyVS_tPoS26IRzSphcXlAGVdcIlFd2QCiaficNY-W4hpibsxvwV5GM,"Convergence of Data Analytics, Big Data, and Machine Learning: Applications, Challenges, and Future Direction", 10.1007/978-981-97-0448-4_15
341,569,publication/377546400_The_Use_of_Big_Data_to_Improve_Disaster_Response_and_Preparedness_Efforts?_sg=-5YTLH4RYaHrnjYR12GGs6ptnaSFeH-MMrLT9zYnDa7lyr_dtXjcs28WHltZCpfRgBpDRbQw6FPzKlY,The Use of Big Data to Improve Disaster Response and Preparedness Efforts, 10.48175/IJARSCT-15086
342,570,publication/378512674_Migrating_to_Big_Data_Contextual_Challenges_for_Data-driven_Success?_sg=58jnyrQ8KKfxuKFfBbautIKr66R7R3qGb9O3-a3EADJjuw_uxW4zujNfN4IhSjYOeLv57UWVkkGI3q0,Migrating to Big Data: Contextual Challenges for Data-driven Success, 10.1109/UPCON59197.2023.10434722
343,571,publication/378532628_Enriching_Big_Data_Intrusion_Detection_and_Service_Through_Mapping_and_Parallel_Computation?_sg=Ml2at1QxhdApd7HfGNiedo0ge005GFok_NpTjeny-kGZAvTEt7b64qCIOTyc39g3dC6k32GpFQxzKVY,Enriching Big Data Intrusion Detection and Service Through Mapping and Parallel Computation, 10.1007/978-981-99-8476-3_36
344,572,publication/381402726_A_Comprehensive_Analysis_of_Big_Data-driven_Strategies_for_Enhancing_Economic_Sustainability_in_the_Era_of_Green_Development?_sg=tlrXNbDXrJyvQgCuqNdwHuI9RVXZA5iwXzEkJIVUWKu4ZP52UnOCrghuqx-5ocJm0V0EOkzVUoMj3a4,A Comprehensive Analysis of Big Data-driven Strategies for Enhancing Economic Sustainability in the Era of Green Development, 10.1051/e3sconf/202453702022
345,573,publication/378348293_Effect_of_Big_Data_on_SMEs_Performance?_sg=-gpS_CI_rXqQ3iPg597y83lb_ljFD6lNCMT9EY5eaaGPs0jP5K6RqkZ1rURGBjLsKj4TcSFS340yoRY,Effect of Big Data on SMEs Performance, 10.2174/9789815223347124020008
346,574,publication/380829331_Transformation_Research_on_the_Teaching_Mode_of_Ideological_and_Political_Courses_in_Colleges_and_Universities_under_Big_Data_Environment?_sg=K0EwcwCK4QTV4vKa2BZCgp2jmOQtRT5rtwAjcrsOLFLjKvFqynld3OuOwjhftoHHcZ2Fme2A0uqtGYs,Transformation Research on the Teaching Mode of Ideological and Political Courses in Colleges and Universities under Big Data Environment, 10.2478/amns-2024-1343
347,575,publication/377432954_BIG_DATA_ANALYTICS_A_REVIEW_OF_ITS_TRANSFORMATIVE_ROLE_IN_MODERN_BUSINESS_INTELLIGENCE?_sg=uFVfj4mSM4E_loHTiXaG2ISjwo9p74jRby5t-nUuVV94G4_ryrZ2ZTY2HYNKB2SBz4YfGtGTm9RDtfM,BIG DATA ANALYTICS: A REVIEW OF ITS TRANSFORMATIVE ROLE IN MODERN BUSINESS INTELLIGENCE, 10.51594/csitrj.v5i1.718
348,576,publication/378156532_Big_Data_and_the_disillusioned_employee_Inside_the_ethical_Internet_of_Things?_sg=sNb37M71IKsWKYX5eXsw4NKo0wbKd8-THEMNSNH3kiTbkHVm9WyW1UnS1pDInSsz6TDh-o-eog2NDn0,Big Data and the disillusioned employee: Inside the ethical Internet of Things, 10.1016/j.techfore.2024.123271
349,578,publication/372609541_Big_Data_Analytic_Platforms?_sg=71E4oSHUw-EqYbc9UXwkkXq8lenE2os2wJ8rj5i14EjOvopqJ7T_NvmyZZCZyPa1aRHdlws9uITGupg,Big Data Analytic Platforms, 10.1007/978-3-031-33932-5_10
350,580,publication/381242883_Guest_Editorial_XAI_Based_Biomedical_Big_Data_Privacy_and_Security?_sg=xnbUmSf0p5k1EuQYxftCO7qjEemNOv-Ufb8hhVRpDr925Dmxy4sc1hfYIqYTM70xOC-3Gvi0uqbdtgo,Guest Editorial XAI Based Biomedical Big Data Privacy and Security, 10.1109/JBHI.2024.3399288
351,582,publication/380447848_New_Approaches_to_IT_and_Management_with_Big_Data_Technology_A_Bibliometric_Analysis_in_Organizational_Marketing?_sg=3YlrdAfqXuQxuRXrgGE6Rl86EzIxGKcoIyT1npJem1MHxivPm-cJjcNv3G3Idj0qB31D5MWuh4t0jr0,New Approaches to IT and Management with Big Data Technology: A Bibliometric Analysis in Organizational Marketing, 10.1007/978-3-031-54485-9_18
352,583,publication/379220751_Exploring_the_landscape_of_big_data_applications_in_librarianship_a_bibliometric_analysis_of_research_trends_and_patterns?_sg=M-Lha7irdnzlwuY4Vhu8Ft1J3UU5RPgMa3bVGOyY_Mg-PuWXObjOL_sUS35vrxMLAlrGpaKlNrYZVvg,Exploring the landscape of big data applications in librarianship: a bibliometric analysis of research trends and patterns, 10.1108/LHT-05-2023-0193
353,587,publication/377170593_Big_Data_Analytics_Lifecycle?_sg=-3MaBn2zQSlpQg8uQ7mMraCcnZJ3NemF-mTKLwouFTiLcw67-JLDT8_kJbsCJa1Z9G0IaIkeKxo4XhM,Big Data Analytics Lifecycle, 10.4018/979-8-3693-0413-6.ch003
354,588,publication/381114974_Impact_of_Big_Data_and_Knowledge_Management_on_Customer_Interactions_and_Consumption_Patterns_Applied_Science_Research_Perspective?_sg=pB7KW6qUuTpuGz0qp_1Nn8SDxPS3Rf3ZLhview0b549Y7wunUNgRJU14UoWEjm7BoBHPhQRxlskD5gI,Impact of Big Data and Knowledge Management on Customer Interactions and Consumption Patterns: Applied Science Research Perspective, 10.48084/etasr.7203
355,589,publication/376207597_Java_Application_Development_in_the_Era_of_Big_Data?_sg=UfvP1e5DGal2Oczt8cqv_cSPC6CIkaqdpb20Qba6JNqvCYeFxHXNkCEW20KUenR2TxdNYoZkUNxzYDE,Java Application Development in the Era of Big Data, 10.13140/RG.2.2.32686.48964
356,591,publication/375878260_Big_Data_in_Health_Care_An_Interprofessional_Course?_sg=ozfltvJvnfDFm25yQbum4Re4So1-oLmUNLJPlduNe-hHLup_-BO0EOUT2VtL6LmjfIBSnmXYABQt26I,Big Data in Health Care: An Interprofessional Course, 10.1097/NNE.0000000000001571
357,592,publication/378432623_Smart_Big_Data_Collection_for_Intelligent_Supply_Chain_Improvement?_sg=LxkTgnMtYlQfIFOB-jpzJX1RExvOIMZgkzSZDV9Lshs0szd8jFcY4dZwydnGBvpH9-S6ALOZjeByM88,Smart Big Data Collection for Intelligent Supply Chain Improvement, 10.4018/979-8-3693-1347-3.ch012
358,593,publication/377046819_Big_Data_Techniques_Utilization_in_Intelligent_Transportation_System_Environment?_sg=2Uav2KrAiAP0wLHtmClUulPdBNk2cuRs24Q_vSOi8gXRaAisQdOAInnT9vLIHh3fH9Cm4TQ_YEOyras,Big Data Techniques Utilization in Intelligent Transportation System Environment, 10.1007/978-3-031-48781-1_29
359,595,publication/381000897_A_review_of_strategic_decision-making_in_marketing_through_big_data_and_analytics?_sg=zHfLLikEaleBOwOVzPH_cDW4dQve4PmI3ytBd7W8Gjvxfqt92-Ih9wT0xXhsFiVOYS9k0ORaMZRmKxc,A review of strategic decision-making in marketing through big data and analytics, 10.30574/msarr.2024.11.1.0077
360,596,publication/368749857_Big_data?_sg=wuvEIzGlrz-7tRHY6neFg79tLHnnsVv7g5sbadrF3fnfbgDS3mMynwhMB4U6dazr9ZN1Zs6qvV3XEkI,Big data, 10.4337/9781800883499.ch09
361,598,publication/380881562_Unravelling_the_potential_of_Big_Data-driven_decision-making_in_sustainable_water_irrigation_An_AI_perspective?_sg=r07PQAhtFm7RKIjjNN8A0lX2QpEzCtIJ5TRjigx3PkDgrCoR5iOGu71Tg5vwAWShRBFLDaEYylNPae4,Unravelling the potential of Big Data-driven decision-making in sustainable water irrigation: An AI perspective, 10.31893/multirev.2023ss069
362,599,publication/375784934_Big_data_in_insurance_contracts_-_a_tool_for_good_or_bad?_sg=cnPRe5TI-8QsjTUxIkNYch0O4Ps0lQNN_LCLwOgQhjb4jzu_b5uhrTQ7as7h9QLKl3IK3goNM20jrNI,"Big data in insurance contracts - a tool for good, or bad?", 10.17159/2225-7160/2023/v56a27
363,600,publication/376522041_Using_Big_Data_to_enhance_data_envelopment_analysis_of_retail_store_productivity?_sg=-WlyAyuRAN0FbJTYPjNKkDfmGF-04zG08twhoE0Lx89R3Ewqhy_45wh1bG7yL7fdBSpeAYNqD4T0To0,Using Big Data to enhance data envelopment analysis of retail store productivity, 10.1108/IJPPM-03-2023-0157
364,604,publication/378507677_Big_data_in_the_business_environment_an_analysis_of_its_contributions_to_Competitiveness_A_Literature_Review?_sg=VMlSHbIi7wIUfO0aMWCIlEyn1UZJdr90UrNnjxR9tRjkt-1wfvLlOSWamELciezqmfQ6c0i2awLR5hs,Big data in the business environment: an analysis of its contributions to Competitiveness. A Literature Review, 10.25100/iyc.v26i1.13288
365,605,publication/376207853_Data-Driven_Financial_Services_A_Big_Data_Approach?_sg=Uvj-zbAXFDSqpZRS99bry30QEcniPqmdycrYwAo7A_88IUovK94_MnAP45Gez_robB28Y77e5XgliFs,Data-Driven Financial Services: A Big Data Approach, 10.13140/RG.2.2.27233.89444
366,606,publication/379091856_Real-World_Applications_of_Data_Analytics_Big_Data_and_Machine_Learning?_sg=C3T4Nz1EZbyqXXkXrRI1BFqjfj60n0dDggUbe61h6gEJYosuLhpBnYqcfNaUWM8fF_ssBTQzvomBt3Y,"Real-World Applications of Data Analytics, Big Data, and Machine Learning", 10.1007/978-981-97-0448-4_12
367,607,publication/380370203_ICSC_The_Italian_National_Research_Centre_on_HPC_Big_Data_and_Quantum_computing?_sg=o9I-_67TxEk4LS8NKg190AMVJAyc13xQKuvx5qVJwizvjZNxnJMK5DmUXs93pjf6SXDhH6Hc2n_OzaM,"ICSC: The Italian National Research Centre on HPC, Big Data and Quantum computing", 10.1051/epjconf/202429510003
368,608,publication/380931144_Empowering_Sustainable_Finance_The_Convergence_of_AI_Blockchain_and_Big_Data_Analytics?_sg=sFRmLcLcBz6oMrSayNtKmIeRRj-6Idg8hUgde9g2KExKPnd4FpSNzMQ70ReXm3IQLNHiWDBWiHRvF5s,"Empowering Sustainable Finance: The Convergence of AI, Blockchain, and Big Data Analytics", 10.54254/2754-1169/85/20240925
369,609,publication/376543311_Attacking_Big_Data_Strategic_Competition_the_Race_for_AI_and_the_International_Law_of_Cyber_Sabotage?_sg=Ape1eoYHg2rxF53UjXMza8euuMmlgAazNKKLBP2MMWEulruShbiwoM49ul3jwaVuxZENDXc-p5N0dDE,"“Attacking” Big Data: Strategic Competition, the Race for AI, and the International Law of Cyber Sabotage", 10.1093/oso/9780197668610.003.0005
370,610,publication/376085170_EMPOWERING_EDUCATION_UNLEASHING_THE_POTENTIAL_OF_BIG_DATA_ANALYTICS?_sg=BQO0uwOAr0a6zs3nRDJL5M0OiJDTkePe61rY9H2qq3_ZjkW4YYCqb6nOOBc4gst7VtSch4EqQaMwJAc,EMPOWERING EDUCATION: UNLEASHING THE POTENTIAL OF BIG DATA ANALYTICS, 10.21125/iceri.2023.2487
371,612,publication/377250529_A_Review_on_Big_Data_Analytics_and_Its_Tools?_sg=7keFj58tahZXowkpS94gGYOglavbDgRXvibxug8NE49zqvKYAxDqY0haS9PsnTqbOVs7Zfgb5qsYJ_U,A Review on Big Data Analytics and Its Tools, 10.32628/IJSRST52310684
372,613,publication/377736550_Competitive_Data_Use_Analysis_and_Big_Data_Applications_in_Online_Advertising?_sg=yRmrfVesln-7Gw3wWEXk6DCbtHjGVOcqrHuvsV8rfSTYOhu18w7Vsw12V6WlaF_M6e2ojb8P4Pdiv5w,"Competitive Data Use, Analysis, and Big Data Applications in Online Advertising", 10.4018/979-8-3693-0855-4.ch018
373,614,publication/381174552_Big_Data_Cloud_Computing_and_Blockchain_Technology?_sg=rSV8MrVWRGFYkmny6tt9lpZ9afpyeG_cZRNu71NGuFuh6YeYlylVGhbKuGHXL2PwGWQxrweTDe6FAy8,"Big Data, Cloud Computing, and Blockchain Technology", 10.1007/978-3-031-50289-7_9
374,615,publication/381042827_Big_data_analytics_for_image_processing_and_computer_vision_technologies_in_sports_health_management?_sg=6yTXZvs9xRGz-A1090GXZy9cDfgczgWbOY70eUfF8O7up5jAYqWjqcx7hjZNepSVBhejFOuiLK6073k,Big data analytics for image processing and computer vision technologies in sports health management, 10.3233/THC-231875
375,616,publication/379113680_National_culture_learning_platform_based_on_big_data_mining?_sg=ySD0s2VccD_88jvDpjz82GKbHBFIN1WBSAnNl1Tj2ZpficdCEgtNQhdU47XhlZd45jgYDLJXFxXW_60,National culture learning platform based on big data mining, 10.1051/shsconf/202418704009
376,617,publication/379854752_Big_Data_Access_Control_Mechanism_Based_on_Two-Layer_Permission_Decision_Structure?_sg=SjbVBe3pIY2mKS7Bu_IqnCPgWN0t_huat67T3OISDIw-OmtTGOboDPbnUDCIezi2E7ttfhzN7fg__SE,Big Data Access Control Mechanism Based on Two-Layer Permission Decision Structure, 10.32604/cmc.2024.049011
377,618,publication/373227151_Big_Data_for_Beginners?_sg=LsptMUIJXzFpEFBBIkqADownkAQhjUObhkjctWw6US07ILVdNgICkc-c8QPSdYgaEpxakdx3D1WYM1Q,Big Data for Beginners, 10.3897/biss.7.111301
378,620,publication/378963208_The_role_of_big_data_in_the_integrated_development_of_culture_and_tourism_public_services?_sg=ddFcs4vCMM2F5fsXLUSYKaYviZthg100T9xTsYTqC_yq3-l0ZmVVA65gUXC0Rity_t4J-CZWB-jjcuo,The role of big data in the integrated development of culture and tourism public services, 10.3233/JCM-237036
379,621,publication/379913834_Use_of_Big_Data_technology_in_banking_and_insurance_marketingVikoristanna_tehnologii_Big_Data_v_bankivskomu_ta_strahovomu_marketingu?_sg=flBF7klHi1i4J9gjWQ4LtAJAdUIYlQp_0BoCNz4NWtYUjjgo9mvdgQ3y09LHH2svJ2aUmLiy1SmHHjs,Use of Big Data technology in banking and insurance marketingВикористання технології Big Data в банківському та страховому маркетингу, 10.62911/ete.2023.01.01.05
380,623,publication/378373891_Enhancing_Agricultural_Operations_Big_Data_Analytics_Using_Distributed_and_Parallel_Computing?_sg=F-KrN_QfHTEHXh1vO-g0mvoDTfQLuLDSQYblxRp29huq9g4aAFz64sI2lnuAGRER-Klwe9bc-7A6M3Y,Enhancing Agricultural Operations: Big Data Analytics Using Distributed and Parallel Computing, 10.13140/RG.2.2.25771.21281
381,627,publication/378295467_Big_Data_Analytics_For_Decision_Support_In_Healthcare_Information_Systems_Opportunities_And_Challenges?_sg=4B1KMKhVztksi4g_b1-o-BYcFIU73zym3LzRdn0KM_TH8FHkPMoB2jWdqqZxnD1KP-WKGaFqrRoS7oo,Big Data Analytics For Decision Support In Healthcare Information Systems Opportunities And Challenges, 10.61992/jiem.v6i1.58
382,628,publication/380067972_Big_data_clustering_algorithm_of_power_system_user_load_characteristics_based_on_K-means_and_SOM_neural_network?_sg=B0iSxdQanvvFcogF8XUdhrkSrfclperlh7kWuThWx8fUU_4fSfxfmD7FNJ2Xxcj4ZXiUS63ubMG5dhQ,Big data clustering algorithm of power system user load characteristics based on K-means and SOM neural network, 10.1007/s11042-024-19156-1
383,629,publication/380585796_Response_Strategies_to_Legal_Risks_of_Big_Data-Enabled_Digital_Economy_--_Based_on_Beijing-Tianjin-Hebei_Synergistic_Development?_sg=zSYmdvc6hE2iVNwtoYQoGfEVW1ZMiK2jfjydaB4M3oMWsQkz__Rp5CBowH5KAQ9G0OCbflbXsonN_fs,Response Strategies to Legal Risks of Big Data-Enabled Digital Economy: -- Based on Beijing-Tianjin-Hebei Synergistic Development, 10.62051/evm7fp76
384,630,publication/379436984_Leveraging_AI_and_Big_Data_in_Low-Resource_Healthcare_Settings?_sg=7DlvecouiC4hY7D6Iik7pFIJ9JyxR9c3r9UmxsQkDob3GOG4sIguwq-4FS0B6oN3Ec406KQXtyJU_cU,Leveraging AI and Big Data in Low-Resource Healthcare Settings, 10.58496/MJBD/2024/002
385,631,publication/379031081_Analyzing_System_Logs_of_Big_Data_Distributed_Environment_A_Review?_sg=Zct7kGRNTz9AQ7ErDmQPJMvDWDsKW33W0ltdipXJGvxRav1bnxE8mvoVCHAQSFVMHHzr2AN2w9iptAs,Analyzing System Logs of Big Data Distributed Environment: A Review, 10.1007/978-981-99-9179-2_34
386,634,publication/378108283_Advanced_Data_Science_Cutting-edge_Algorithms_and_Practical_Implementations_in_the_Big_Data_Age?_sg=ZPbppk7xj-YMjy1gRSM04d3b28_jCNhzCpmjCkmjb7j6rjjtrT5s-H8pKFFd8sRSe2fRVtisiy6KqmI,Advanced Data Science: Cutting-edge Algorithms and Practical Implementations in the Big Data Age, 10.13140/RG.2.2.18288.64009
387,636,publication/375470981_Big_Data_Problems_of_Defining_the_Civil_Law_Regime?_sg=zQo1-KMSMHUv9C_z5C0MHB9VhkjaM3mJ6UPagUZCKIsNNVmAiRMPpHjd3jgVzSqXA3FkCVw5ktAKGY4,Big Data: Problems of Defining the Civil Law Regime, 10.17803/1729-5920.2023.203.10.125-134
388,637,publication/377683119_Reducing_data_volume_in_big_data_Parallel_processing_based_data_filtering_techniques?_sg=4jujLy1Ew8vIUhYh-uItmjXswdHWTrpYaku3dQlS1ZLTzkP5D33JwZUklQXdrYD4T3sLreZxdwq5fVc,Reducing data volume in big data: Parallel processing based data filtering techniques, 10.56367/OAG-041-10846
389,638,publication/377868262_Application_of_Big_Data_Technology_in_Audit?_sg=Pl7icUjIoO0FyhhG7ZfZvFvASN_cB9P24Ofi48nczObxVMk5iBxkMS0TMzKt1Im_xx8-BOwr3KGvvOE,Application of Big Data Technology in Audit, 10.22158/ibes.v6n1p124
390,639,publication/376890402_Big_data_research_in_nursing_A_bibliometric_exploration_of_themes_and_publications?_sg=RBTG-XRbCZ8sL21bjf9DLYojmbHX4GZqRdS4g-A0PxZp2JS-VjSUnpyn65JdOjWz_KgVWvdTde8dn7A,Big data research in nursing: A bibliometric exploration of themes and publications, 10.1111/jnu.12954
391,640,publication/378305344_Blockchain_Technology%27s_Effects_on_Big_Data_in_Maritime_Transportation?_sg=3uqkXhnqg5ERZ8ivZ26CNR_6dr-QFlrOFvg907fBamvH3GMPKP-9b4OF1gZoP7QYMjIW7rj5Fch5i88,Blockchain Technology’s Effects on Big Data in Maritime Transportation, 10.1109/IT61232.2024.10475774
392,641,publication/376803025_Toward_big_data_analytics_for_smart_manufacturing_A_case_of_machining_experiment?_sg=zpdc6kw2LUTnYfTuu5miQZOwHaInwFYAN3zcvIMGUD5xZaoR0umxfUlfMGgqcgCbTY19Gbh7Q3Cg1lI,Toward big data analytics for smart manufacturing:: A case of machining experiment, 10.1299/jsmeidecon.2023.0_33
393,644,publication/381338221_Attention_Pyramid_Convolutional_Neural_Network_Optimized_with_Big_Data_for_Teaching_Aerobics?_sg=ggnT_sWOKqp1xF8FYySYp3jbLQRQjoXSW47dUm-Ru_jTY000Qw9m4-IKTUazede3vuAGogTOMhJV950,Attention Pyramid Convolutional Neural Network Optimized with Big Data for Teaching Aerobics, 10.1007/s44196-024-00514-8
394,645,publication/379468716_Big_data_clustering_based_on_spark_chaotic_improved_particle_swarm_optimization?_sg=-UuBtaMUCMJq2EptGLnL4gZTdm9BOoNbwN3z6A-6fH_2--Py4ktJ2l41GOzUkqyHpDp10Lpie32UrMI,Big data clustering based on spark chaotic improved particle swarm optimization, 10.11591/ijeecs.v34.i1.pp419-429
395,648,publication/376447484_Database_Tuning_from_Relational_Database_to_Big_Data?_sg=QYRaPVCME1YRKQxgGwEn2CCs2W9MWQL_Vhiu-hLNAYVp9rzfJ4wPip5nmbCnCjguAapmFw8emFIhjHk,Database Tuning from Relational Database to Big Data, 10.14445/22315381/IJETT-V71I11P209
396,649,publication/379502824_Analysis_of_big_data_push_and_Nash_Equilibrium_A_case_study_of_live_commerce_on_TikTok?_sg=u7n8cLEVsjJdrQ8VBqepUV5W1Cx0JC0H8VUOX7p-l5SmAf3yh7voGec9rp5xBc2J54K93fC4YYSezto,Analysis of big data push and Nash Equilibrium: A case study of live commerce on TikTok, 10.1051/shsconf/202418803017
397,650,publication/377440877_Developing_big_data_enabled_Marketing_40_framework?_sg=oatJBkr_x6Ki_U-QClks6_h8kXTJijv5Jv0gyRET6yBwSut5DXprOPIcSpEB-pxLGsAiNVehDUy7iW4,Developing big data enabled Marketing 4.0 framework, 10.1016/j.jjimei.2024.100214
398,652,publication/376625202_The_Application_of_Artificial_Intelligence_and_Big_Data_in_the_Food_Industry?_sg=NAB6APMWyXWMo5sGvzcSG44B3C11Z5fC2PsryuaURgJYePYgRc6viF7jReWEN3qekIlzCf0Rh16TC3o,The Application of Artificial Intelligence and Big Data in the Food Industry, 10.3390/foods12244511
399,653,publication/378220930_Understanding_the_University_Student_Experience_Through_Big_Data_Analytics?_sg=grOFARsFjDG6XCrBXW8cdL4-qYHaOqGkFGfOVWnoCfRwXdlQhzzh_pHVh6ERk-sFWQoRdOjhIrsSexU,Understanding the University Student Experience Through Big Data Analytics, 10.4018/IJAET.338318
400,654,publication/379770766_The_Integration_of_Sustainable_Technology_and_Big_Data_Analytics_in_Saudi_Arabian_SMEs_A_Path_to_Improved_Business_Performance?_sg=LDjxTpx6T0E4EvLJlCLvOVxgzW5I84GZP2-qB_9O4AK4YinFgNr_Osr3YGXyNXjhWB8HalgMMbulK-8,The Integration of Sustainable Technology and Big Data Analytics in Saudi Arabian SMEs: A Path to Improved Business Performance, 10.3390/su16083209
401,655,publication/381074333_An_Intelligent_Big_Data_Security_Framework_Based_on_AEFS-KENN_Algorithms_for_the_Detection_of_Cyber-Attacks_from_Smart_Grid_Systems?_sg=Acf-foqbr31Lsg8sAkPDZuEzS--ggViSx8FupTJr72-O0LC2gLwOx6K_Bu7me5QHHOUseeryTdLqlEk,An Intelligent Big Data Security Framework Based on AEFS-KENN Algorithms for the Detection of Cyber-Attacks from Smart Grid Systems, 10.26599/BDMA.2023.9020022
402,656,publication/379919436_Assessing_the_impact_of_big_data_analytics_capability_on_radical_innovation_is_business_intelligence_always_a_path?_sg=t8gqHWHz9cXv_br9DaeyyfSuN6g_o0C3XY6fmeP1vMY4U3zER3joqcYKX00txJuBFOCvOlBFt5y76PE,Assessing the impact of big data analytics capability on radical innovation: is business intelligence always a path?, 10.1108/JMTM-12-2023-0532
