,ner_id,link,title,doi
244,407,publication/380494920_Research_on_the_Current_Application_of_Big_Data_in_Public_Governance?_sg=EZf4k_PJgeFtn_wszk4E9j-AEX2gBsv8Z1x4teGCIBv99ndvj4jJUfaq9y3D6xZXDidOprz9fx4FpdE,Research on the Current Application of Big Data in Public Governance, 10.54254/2754-1169/80/20241808
245,408,publication/374329973_Use_of_Big_Data_in_the_Cloud_Computing?_sg=hn4nUKgNUUxLZARthZNPXngRJA-g33v3SFVKbZxdmqraaDCOUS2w-ADTwnp1mBcM0e7ZW8e6Me0sSAg,Use of Big Data in the Cloud Computing, 10.22214/ijraset.2023.55619
246,409,publication/380421515_Integrating_TOGAF_and_Big_Data_for_Digital_Transformation_Case_Study_on_the_Lending_Industry?_sg=4n7vtl3CxBsZxM-wYCY4QDJRfPJWE-xJyFREqchpDp1_xnAdSfyUKKqHAgbmdWQMJbd1XrqoP6UOdLU,Integrating TOGAF and Big Data for Digital Transformation: Case Study on the Lending Industry, 10.33395/sinkron.v8i2.13648
247,410,publication/367501876_Big_Data?_sg=WF7SWSi21gWgUczQRBJlPZU1ZtfGDX48NhLqS4rgJm4bDAfc24ASTMdr7izHxm4AYzU52rroOYu6ACM,Big Data, 10.1007/978-3-031-16031-8_2
248,412,publication/380553340_A_review_of_strategic_decision-making_in_marketing_through_big_data_and_analytics?_sg=SH631BdS9ffX6CHqR_sd4Ziry7xk1JIdfJ4kO1UTmTX_MDRLbyg3Cs1AYp2cQzed3BJB0A68wFFHQuk,A review of strategic decision-making in marketing through big data and analytics, 10.51594/csitrj.v5i5.1139
249,414,publication/377424109_Privacy-Preserving_and_Secure_Industrial_Big_Data_Analytics_A_Survey_and_the_Research_Framework?_sg=xjqGCFQ2ijeb9hYiWD0oZzxLXFYppTn5rMCUwXeCHDwR6vsfbb7Q1aKWHys1fbFbL9QzrqZfA7cEJqg,Privacy-Preserving and Secure Industrial Big Data Analytics: A Survey and the Research Framework, 10.1109/JIOT.2024.3353727
250,415,publication/374706244_THE_CONCEPT_AND_LEGAL_NATURE_OF_BIG_DATA?_sg=IAhdgEekmjVfDqdn-jFU-_sK6IGZCukiL-fXTZyS3snMbhGwawqiHHc9vmNeoMwehA7vO7IUwDMw4HQ,THE CONCEPT AND LEGAL NATURE OF BIG DATA, 10.51788/tsul.rols.2023.7.3./NNHN3157
251,416,publication/381097264_INNOVATIVE_PEDAGOGICAL_APPROACHES_FOR_TEACHING_BIG_DATA_SECURITY_IN_HIGHER_EDUCATION_A_REVIEW?_sg=tlM7qNDopHyBme0v25VwCFU52y_gk4yJ7ocZ5au-AQF2qXR2RBuEfhiDn8rFCrL5px-rTFg3-iKE8YY,INNOVATIVE PEDAGOGICAL APPROACHES FOR TEACHING BIG DATA SECURITY IN HIGHER EDUCATION: A REVIEW, 10.21474/IJAR01/18743
252,417,publication/377542003_Forensic_Accounting_and_Big_Data_a_Literature_Paper?_sg=d-aAtqChTSVz1hwfOAotsU25itAnyvVnf8aflc3BFDITIGrTuOmGoTpYxNPFI1XryF2XjlsN7sBb-gE,Forensic Accounting and Big Data a Literature Paper, 10.1007/978-3-031-43490-7_23
253,419,publication/380483509_A_cloud-based_architecture_for_explainable_Big_Data_analytics_using_self-structuring_Artificial_Intelligence?_sg=rf10GQZB-lacfh00w0Rg9CuAGEhJI0U9x6RWSF2DBYvwG9DPuijVhFAE_D6jEFjvKAj4bycioQbs0Eg,A cloud-based architecture for explainable Big Data analytics using self-structuring Artificial Intelligence, 10.1007/s44163-024-00123-6
254,420,publication/379869455_Design_of_Intelligent_Software_Security_System_Based_on_Spark_Big_Data_Computing?_sg=u-5qzshDoqZl9oDauZit0DEj75GRfjSd-SkH_TkQHQU0bs4ERlBn791erxOTvBzvAOvnWx0xYkgnqkU,Design of Intelligent Software Security System Based on Spark Big Data Computing, 10.1007/s11277-024-11015-4
255,421,publication/377581511_BIG_DATA_ANALYTICS_TO_UNDERSTAND_THE_CHALLENGES?_sg=Qws0DaABtJ0rVogICRXQGKgW-mIkOYE9myDWHp0g1Z1j0ZBf-jCIMBPiZHr4dbd4PBrGRrzLay7IADw,BIG DATA ANALYTICS: TO UNDERSTAND THE CHALLENGES, 10.55041/IJSREM28266
256,422,publication/379089799_Business_Transformation_Using_Big_Data_Analytics_and_Machine_Learning?_sg=xZDT4xmxQTg-lWcFRWMtRfLi_42YozKed-rsX4Gd8QRHwth2J12kHFWJGbBAYVEoijs5REEELsPnSX4,Business Transformation Using Big Data Analytics and Machine Learning, 10.1007/978-981-97-0448-4_16
257,424,publication/380611908_Developing_an_integrated_framework_for_risk_management_in_policing_crisis_management_using_big_data_analytics_as_a_case_study?_sg=5ixV_niLLFrFmttTJc4ZOJwLX2MKt1CPcaTEJTzwC7IG11dVQzaRIz1PcjQN1idayIaGG8a4l4qL128,Developing an integrated framework for risk management in policing: crisis management using big data analytics as a case study, 10.24857/rgsa.v18n2-120
258,425,publication/377629351_The_Impact_of_Big_Data_on_Enterprise_Architectural_Design_A_Conceptual_Review?_sg=6WQzFCoYDkWjvMC6FEB8Ft4TTbQXo39Wl_zSGyEPo1R6PFZva4_RD36SLMAPEECPGW39NdHmhtWMUco,The Impact of Big Data on Enterprise Architectural Design: A Conceptual Review, 10.47709/cnahpc.v6i1.3449
259,426,publication/379113937_Curriculum_Teaching_and_Research_Based_on_Cloud_Computing_and_Big_Data?_sg=kgXEbmJuvbm4J-KN6wiN-LkWTbMXQVBA7vBQXOjlgoHrwjPkLQ_PECOtlfyYFKdalauxihvhbkhJmu4,Curriculum Teaching and Research Based on Cloud Computing and Big Data, 10.1051/shsconf/202418702021
260,427,publication/377395007_Research_on_the_Issues_and_Effects_of_Big_Data_on_Business_Economic_Management?_sg=ClXLx45XLpFJP8ms3JZ8Qh7xepoJLjCKmnafG669mGentsKRedEIDn-Ljj8BW3GixgXcX2dvR1emIQ0,Research on the Issues and Effects of Big Data on Business Economic Management, 10.54536/ajebi.v3i1.2371
261,428,publication/380579017_Innovative_Cloud_Computing_Techniques_for_Big_Data_Administration_Getting_Past_Roadblocks_and_Developing_New_Paths?_sg=FRAfZ6e2mTQvHgO837XAAoIvDqYydNarqwFB1wH-iY_3oj97JFcOGJRbapY5mGsxIvtNMT2MYq7dTD8,Innovative Cloud Computing Techniques for Big Data Administration Getting Past Roadblocks and Developing New Paths, 10.55041/IJSREM33909
262,429,publication/378946664_Exploring_Possibilities_And_Methodologies_for_Big_Data_and_5G_Convergence?_sg=fY20VCKGVrZbPuXSZwp8BYFCtxAJDHmx__n-nr9rtDGF-p5bNCPIE4qBqOzvVBe9JIfjq1A2IsFtoAc,Exploring Possibilities And Methodologies for Big Data and 5G Convergence, 10.1109/PEEIC59336.2023.10450288
263,433,publication/381274178_THE_POSSIBILITIES_OF_USING_BIG_DATA_TECHNOLOGIES_IN_SOLVING_PROBLEMS_OF_PROCESSING_DATA_ON_ATMOSPHERIC_AIR_POLLUTION?_sg=9j_ki3UP6r7S5SFAdeiTPfFS0detMFt623K2_hn5qgwE_vQgCdTGHrl8J1Xjfk5pni2LHMQoyBp7hgU,THE POSSIBILITIES OF USING BIG DATA TECHNOLOGIES IN SOLVING PROBLEMS OF PROCESSING DATA ON ATMOSPHERIC AIR POLLUTION, 10.33693/2313-223X-2024-11-1-162-170
264,434,publication/379799892_Concept_and_Application_of_Industrial_Heritage_Planning_Decision_in_Big_Data_Era?_sg=5t32P8ePWPnUdMsABq176L06Z_RmVhSMlq78JNTyfVXCY4blhMQhzG1GyM5JlHDgUFw6gTxv02jR8cg,Concept and Application of Industrial Heritage Planning Decision in Big Data Era, 10.12694/scpe.v25i3.2783
265,435,publication/380421310_An_emerging_trends_of_bioinformatics_and_big_data_analytics_in_healthcare?_sg=Mt2i8-nPr77Y3LvytXeI0Ev9Y9WS13EIXG62ctJ6BkEYig-8_phlWWDw6uDykzbVQriw1E2d7d32Hyw,An emerging trends of bioinformatics and big data analytics in healthcare, 10.1515/9783111398549-007
266,438,publication/379867378_Exploration_of_Commercial_Banks%27_Credit_Business_in_the_Context_of_Big_Data?_sg=dc1IISkFXb8kOgJn4B5L9OxQ-Suj4DGstGfSneMb83FodK8BppbpUkP2_fUKS5fS4Q9iy2-JAR1bxrU,Exploration of Commercial Banks’ Credit Business in the Context of Big Data, 10.61173/6f6c7a64
267,439,publication/380438582_The_Impact_of_Big_Data_Analytics_on_The_Detection_of_Errors_And_Fraud_in_Accounting_Processes?_sg=JMkub9sKtmPw3EEAD9_gy7K6ydpJzioOJ3_LztB0U08uqJCye5uXP5yXN5GpQqI0L2o74th2YmKUwGE,The Impact of Big Data Analytics on The Detection of Errors And Fraud in Accounting Processes, 10.24857/rgsa.v18n1-121
268,440,publication/375368725_Unified_Data_Analytics_Platform_For_Financial_Sector_Using_Big_Data?_sg=4nO2Q2uZOb3KSBNyB4uGNkrZ3ooR2B7RK-yVTeyQc7RCLG6MbU1ajRglVKXG__2YFFy0f7A0os5_wus,Unified Data Analytics Platform For Financial Sector Using Big Data, 10.52783/tjjpt.v44.i4.1560
269,442,publication/380841258_Reliability_evaluation_of_IGBT_power_module_on_electric_vehicle_using_big_data?_sg=P6tvo9wBB8Za-l9QLoz-e4uzGFhrGNiihhBEhtwz-oGq16lrD4q-eGzMX6jYV-dzDtkg_2Ao94zS4Kg,Reliability evaluation of IGBT power module on electric vehicle using big data, 10.1088/1674-4926/45/5/052301
270,443,publication/374923194_Introduction_to_Big_Data_Analytics?_sg=5MwAE1JJGSmz5hCQlqGkQcHYzNQAkeCFn4bDhHNQ6oqumReJ_a0YDjMO_Ph4haxU_7g8gECrTKVFDOs,Introduction to Big Data Analytics, 10.1007/978-981-99-6034-7_1
271,448,publication/380109610_An_Innovative_K-Anonymity_Privacy-Preserving_Algorithm_to_Improve_Data_Availability_in_the_Context_of_Big_Data?_sg=bsJeAVccigHn24gga9o3xGs_UjMvREiE-8ta8pemQ1WHU_O2b7gVVlgUoxQs41wVDjXpYNCy6uQTGuI,An Innovative K-Anonymity Privacy-Preserving Algorithm to Improve Data Availability in the Context of Big Data, 10.32604/cmc.2023.046907
272,449,publication/379041244_REVIEWING_THE_ROLE_OF_BIG_DATA_ANALYTICS_IN_FINANCIAL_FRAUD_DETECTION?_sg=527LBYLcI4ySVDIvEAj4ne4vup6gh2ue-i4tDrrVffAmv6B1AuexSSe7IaiRpe_G-e7kQTvmx6oIKJI,REVIEWING THE ROLE OF BIG DATA ANALYTICS IN FINANCIAL FRAUD DETECTION, 10.51594/farj.v6i3.899
273,452,publication/379864841_Open_Research_Issues_and_Tools_for_Visualization_and_Big_Data_Analytics?_sg=dZH-WTCci-A-E_JQPaSBoZdkZDfk8rko7cBNlAK4DMNBXOwr8emUsEIiCOcIXYs1YrR7gGNDyfszJcA,Open Research Issues and Tools for Visualization and Big Data Analytics, 10.12785/ijcds/150178
274,456,publication/380637121_Big_Data_Analytics_In_Fintech_A_Review_Of_Credit_Risk_Assessment_And_Fraud_Detection_Educational_Administration_Theory_and_Practice?_sg=oL03RWZrhdY1mG7eAdmRwm140S3MtZNkYAdmlblNM1ZoCObJ7q9VwTULR59jj8DGPcg6gNxazu77gCk,Big Data Analytics In Fintech: A Review Of Credit Risk Assessment And Fraud Detection Educational Administration: Theory and Practice, 10.53555/kuey.v30i5.3514
275,457,publication/377575427_Chinese_experts%27_consensus_on_the_application_of_intensive_care_big_data?_sg=NtvP8DaMSmaOiCMXCf3uE-AdQIsAZdhTCtVHmyFabMCf5XxPx4pvqDv1RkylSRQnGEhN-WgpSVjfXno,Chinese experts’ consensus on the application of intensive care big data, 10.3389/fmed.2023.1174429
276,458,publication/380699120_SMART_HOME_ENERGY_SAVING_WITH_BIG_DATA_AND_MACHINE_LEARNING?_sg=foT22wa9DdE54fpyGXhWI5tHlH07UXx6ajc7mgnVf0ODufWR3u3CKl0nZ0GqgwTxUPjUbLv4Vno4ZTQ,SMART HOME ENERGY SAVING WITH BIG DATA AND MACHINE LEARNING, 10.22437/jiituj.v8i1.32598
277,459,publication/377734909_Comparison_Of_Cloud_Storage_in_The_Field_of_Personal_Data_and_Big_Data?_sg=SQBEpIV975gwFUG6ozd1S7y0cTSm7rYWS--Qvbw6ROu0J6ZlmlgB5CCu5RshW_Hrhwm2bioWYcKZYtg,Comparison Of Cloud Storage in The Field of Personal Data and Big Data, 10.54097/wqsgs575
278,460,publication/380618188_Design_and_Application_of_Decision_Support_System_for_Educational_Management_Based_on_Big_Data?_sg=VtAHwn4ruFmUnGmM0ywTYgVOyln1XR1vJswKHpxN1lS7UcIkEITTuiLpYvqWMLHEcHj94bMOMNJyr_w,Design and Application of Decision Support System for Educational Management Based on Big Data, 10.52783/jes.3084
279,461,publication/376372270_Statistical_Methods_for_Visualizing_Healthcare_Big_Data?_sg=gLkrJpxAe-p_SXOQLWhuWS_fUz7scjkrNDJEbckOoFnYiqhdcOOVijO-WYo-K21B-XjEG0l54Exm6jk,Statistical Methods for Visualizing Healthcare Big Data, 10.21032/jhis.2023.48.S2.S23
280,462,publication/376133015_Big_Data_Management_Empowering_Sustainable_Logistics_with_Data-Driven_Operation_Optimization?_sg=WQFXVrbWUbqgT4sIHtyt6P3aEB2CcwBzG_7FWilig3m9OwUm1nS4nLmS5RJtZGG9429Lebq7tWwhhhw,Big Data Management: Empowering Sustainable Logistics with Data-Driven Operation Optimization, 10.54254/2754-1169/54/20230878
281,463,publication/374132656_Research_on_Big_Data_Empowering_Ecological_Governance?_sg=T4AnnhTN0MybxaSsarsRadGqjgt8CTOtyzuTlumLG3NApHIbMkU6snRwV1rMnR5b4L7WpoN9bdaMPCc,Research on Big Data Empowering Ecological Governance, 10.1007/978-3-031-44725-9_13
282,464,publication/377860434_Big_Data_in_the_Mechanism_of_the_Formation_of_Main_Directions_of_the_Data_Economy_National_Project_A_Civilist%27s_View_of_the_Problem?_sg=D5YuXj7KrLHl6EkuFDamfge0pszYt-b111sE9qwJ4Un_Hw3DK_bPI-TYtcH-Y2g4C_kI3-cTegTJeZc,Big Data in the Mechanism of the Formation of Main Directions of the «Data Economy» National Project: A Civilist’s View of the Problem, 10.17803/1729-5920.2024.206.1.009-021
283,465,publication/380733207_Innovative_Advancements_in_Big_Data_Analytics_Navigating_Future_Trends_and_Direction_with_Hadoop_Integration?_sg=nZF_zK5gULC0OW5F9FiZtiaiQXDFntfG5A3IxAZOn9asETGFN37pU5PHvTmtKohyo4BsOdJQ3gQZGzo,Innovative Advancements in Big Data Analytics: Navigating Future Trends and Direction with Hadoop Integration, 10.4018/979-8-3693-3609-0.ch010
284,468,publication/379028959_Big_biomedical_data_analytics_in_support_of_precision_medicine?_sg=ntjLocR9S_Kc6RzTxf12m4vlp_UdjZshj1G8PxbjhUhvtdh_nEQP8M3JJrCt2If6r6S1iGFNPtJ_7iU,Big biomedical data analytics in support of precision medicine, 10.55630/mem.2024.53.018-024
285,470,publication/381172587_Implementation_of_Big_Data_analysis_methods_for_risk_management_in_the_oil_and_gas_industry?_sg=CalNseiHNzZYhPfu944nFgUYCrOuiz4jDm5LZiNK2QJjQRlnQYeYx3d9pJePU4tNiReNfwc0RNuZcUg,Implementation of Big Data analysis methods for risk management in the oil and gas industry, 10.58224/2658-5286-2024-7-3-346-351
286,471,publication/376540103_Introduction_Translation_or_Disruption_International_Law_Military_Operations_and_the_Challenges_of_Big_Data?_sg=OnvQDXfYvQ7Tq_W6f0oXyAkQG1N4a7Q-rjG9qey7KrgkvPq0tLH3J29CE4FTZmdr_013juSZs8qJIQw,"Introduction: Translation or Disruption? International Law, Military Operations, and the Challenges of Big Data", 10.1093/oso/9780197668610.003.0001
287,472,publication/378976359_Big_data_in_Earth_science_Emerging_practice_and_promise?_sg=QorD8WfsMYO7ijPHh_bgHVj1qoE4yNpCJ9BwDUCSzV-mNtHsuZbFXiF8GQUq81XBeOabnMFNwGrUOxs,Big data in Earth science: Emerging practice and promise, 10.1126/science.adh9607
288,475,publication/376711821_Role_of_Big_Data_-_Shaping_the_Future_of_Project_Management?_sg=B76E-JOldq7LhFSorZ05aQkOOOETXXWm7jCQMbPQp1cjSyObPEujhSMiKwbycJXswRf6nMYw8P26Abo,Role of Big Data – Shaping the Future of Project Management, 10.47577/eximia.v12i1.407
289,476,publication/380270469_ADVANCING_DATA_SECURITY_IN_GLOBAL_BANKING_INNOVATIVE_BIG_DATA_MANAGEMENT_TECHNIQUES?_sg=xHYDJeYH0uiGoJOWtwMV9NZvzZqBcOhUWn9snZk1WONpTTrdIB939gUrV1bo1gsM4n4Of4tAi6gqXjs,ADVANCING DATA SECURITY IN GLOBAL BANKING: INNOVATIVE BIG DATA MANAGEMENT TECHNIQUES, 10.62304/ijmisds.v1i2.133
290,480,publication/378926397_Gender_diversity_education_diversity_and_big_data_analytics_investments_-_A_test_of_moderation?_sg=FX65tRzu0Ca649Mc-zWlyEXCfKZew3fw8pQ26I4z63d9sovWOIPs6U4KvJWEnqNmeaoBUacsl5wZdTo,"Gender diversity, education diversity and big data analytics investments - A test of moderation", 10.1177/03063070231218312
291,482,publication/377220394_Editorial_Artificial_intelligence_and_big_data_in_the_built_environment?_sg=8mhFE0DA8Ps7FyFatugiIdHdn1RdaOfJyIcAJfBDn2bwUv5UdUsnNy_gHe8CSwALa-zfjtpu2rrOE04,Editorial: Artificial intelligence and big data in the built environment, 10.1680/jensu.2023.176.6.299
292,484,publication/379677840_Big_Data_on_Exploring_Influencing_Factors_of_the_Reading_Achievement_between_China_and_Finland?_sg=8bic3bgvIRl117MSaJ9xzYGksjaiP74oX8p19224pPuvkOt8VG-4ooa0kNUNJnagVRCsKOm98p6zuk0,Big Data on Exploring Influencing Factors of the Reading Achievement between China and Finland, 10.52783/jes.1291
293,485,publication/379082591_Retail_Transformation_through_Big_Data_in_Inventory_Control_and_Consumer_Analytics?_sg=u4qroGZUS2VVbV-3b6BhrrSo4DtLbiITzTYd7Skfk2hhrKZDEAUcAaTGT-6UTNeOq5u8mqdVXLtUXMc,Retail Transformation Through Big Data in Inventory Control and Consumer Analytics, 10.1109/ICTBIG59752.2023.10456076
294,486,publication/376404158_VALIDATION_OF_DATA_FOR_USE_IN_CIVIL_INFRASTRUCTURE_BIG_DATA_APPLICATIONS?_sg=xRLk-cuINW50bjEWdbMx0BfWvBUsuxCoh8fmNg_9AiSiBe4gpylv3Gn2DkatZdYWIwN3GAOHEXIcLe0,VALIDATION OF DATA FOR USE IN CIVIL INFRASTRUCTURE BIG DATA APPLICATIONS, 10.12783/shm2023/36757
295,487,publication/378726814_Revolutionizing_Mobility_Big_Data_Applications_in_Transport_Planning?_sg=66clVI6Fl7rxINcmGpQrBiHltEvEZMq7s8GQH2OqQSU2vFJhJznp5HFRSr4nQPu7ODthLkOQmGiHqH0,Revolutionizing Mobility: Big Data Applications in Transport Planning, 10.37394/232015.2023.19.129
296,490,publication/378102277_Recent_Trends_in_Big_Data_Challenges_and_Opportunities?_sg=LHvwvoal2X9ntM0Po1aJRmMRsGN0H9CQ1EmIMtJx3_g6RHpPsM89KXtR3Y359LOldFgHo5ixR6GbtUo,Recent Trends in Big Data: Challenges and Opportunities, 10.4018/979-8-3693-1131-8.ch012
297,494,publication/378060638_Official_statistics_and_big_data_in_Latin_America_Data_enclosures_and_counter-movements?_sg=d5n_bswoik1GnyLtyatf1FcJk5nxcKicXdUIqEXks2b9VneSmx5P1TwK4RZS01yLhakUbeXTxYSmpv4,Official statistics and big data in Latin America: Data enclosures and counter-movements, 10.1177/20539517241229696
298,497,publication/380434469_The_Influence_of_Business_Analytics_and_Big_Data_on_Predictive_Maintenance_and_Asset_Management?_sg=SAReu5iNiP_Toe0xV5zKDzb2kvIdi67BVcH-W1WB-gLs2DMKNQe__Rm5GC154mB_p8OryGi20tOVNKQ,The Influence of Business Analytics and Big Data on Predictive Maintenance and Asset Management, 10.58812/esiscs.v1i03.243
299,499,publication/380651400_BIG_DATA_Y_SU_INFLUENCIA_EN_LA_PERSONALIZACION_DE_ESTRATEGIAS_DE_MARKETING?_sg=GYu5phgSEsFVhPhPSCfk_N597bfYcR0i9IaxRCBN4mq48PexYsQh2PBVQ5hZ1zGOZHoZyeFAQf-jGHM,BIG DATA Y SU INFLUENCIA EN LA PERSONALIZACIÓN DE ESTRATEGIAS DE MARKETING, 10.21503/cyd.v27i2.2600
300,500,publication/381448308_Welcome_to_the_Metaverse_Hacking_Affect_in_Immersive_Documentary_to_Increase_Critical_Big_Data_Literacy?_sg=xpPZUpfCTVo0tOReFaI9Op7oWKOy2qnO61KHblOg4TO1uV8Ts0z1elL11X9lH-_Mrz8kLX9wFOI8tH0,Welcome to the Metaverse: Hacking Affect in Immersive Documentary to Increase Critical Big Data Literacy, 10.69564/ISEA2023-56-full-Gaylor-et-al-Welcome-to-the-Metaverse
301,501,publication/378749066_Japanese_Big_Data_Protection_as_a_Part_of_a_Different_AI_Strategy?_sg=2XvvwDBfHQk1oAXUfE9dTaEXY4hfhFOAeKybSQcA79UJ3lKard6q0dfFc6XisiVnfBBd1w6ALdTO674,Japanese Big Data Protection as a Part of a Different AI Strategy, 10.1007/978-3-662-68599-0_66
302,502,publication/379269990_Big_data_innovation_and_implementation_in_projects_teams_towards_a_SEM_approach_to_conflict_prevention?_sg=rW6M0VEQ8xgWKqyx0SrUwOVCh1QtBEaatX_KnrW8IIJywajR3el45BgUjhuQDcyUK_EODlUygiGay3c,Big data innovation and implementation in projects teams: towards a SEM approach to conflict prevention, 10.1108/ITP-06-2019-0286
303,503,publication/380050261_Effects_of_Big_Data_Capacity_on_Sustainable_Manufacturing_and_Circular_Economy_in_Brazilian_Industries?_sg=D7SFEbNTHKm4LiOevJ5X9lqSlqP6G3PeavaViARF4A1KtZ3AfGMfKS37ePPsZQFL3KalZZubs-4IaWo,Effects of Big Data Capacity on Sustainable Manufacturing and Circular Economy in Brazilian Industries, 10.7819/rbgn.v26i01.4250
304,505,publication/379674976_Keyword_Analysis_of_College_Counsellor_Talking_Based_on_Big_Data_Technology?_sg=-Y2WtJwH1mJUfMF92U01hTE2c4NpGLBqeq-Qri9UqALqLbnIkYzCGeq_GNhbnkvqCRU3YGjS2BIn1Yc,Keyword Analysis of College Counsellor Talking Based on Big Data Technology, 10.52783/jes.1717
305,506,publication/369372691_Big_Data_Management_for_Machine_Learning_from_Big_Data?_sg=qQh3D6aco1oBBYYhQgsJW5RtKVITICq1RWVt_EMysVdtz04y6OdumC-xCFDWbEuL5HxOZ3zZAfHF2lc,Big Data Management for Machine Learning from Big Data, 10.1007/978-3-031-29056-5_35
306,510,publication/373630858_Role_of_Cloud_Computing_for_Big_Data?_sg=NFvfYt8A_tYxoOQ63Np4qcS21aHU4UqcRq6KPMPw_oQHTmxX5JL5SOKGAgfOFgiVFN1UarDEoIcA8fU,Role of Cloud Computing for Big Data, 10.5281/zenodo.8311108
307,512,publication/378883078_Big_Data_Analysis_for_Sustainable_Land_Management_on_Geospatial_Cloud_Framework?_sg=ppkhzpARomkaXgkJW_jr7eIoibT4oS5QE5GPGyj0ek58LCPj24lpnQvxd86zh78N8PRENkmLoGyXKjw,Big Data Analysis for Sustainable Land Management on Geospatial Cloud Framework, 10.1007/978-3-031-38004-4_1
308,515,publication/377367832_How_does_China%27s_big_data_policy_affect_the_digital_economy_of_cities_Evidence_from_national_big_data_comprehensive_pilot_zones?_sg=tKlWnW1GV8CRMyTQo7Uo3G5pUyU2olDgs_w881Whl2TacTWXxDe5vlGCcI6HaHiI-2zn8LBrF7ectMg,How does China's big data policy affect the digital economy of cities? Evidence from national big data comprehensive pilot zones, 10.1016/j.heliyon.2024.e24638
309,519,publication/377221805_Challenges_in_big_data_adoption_for_Malaysian_organizations_a_review?_sg=7TxV_7dNUT0unijQDKOUcy4EM6e1088JpZI4tXYWkWrPV9-tgEX2mJMu1PP1E8_fQlbm0lc1gGHSxUs,Challenges in big data adoption for Malaysian organizations: a review, 10.11591/ijeecs.v33.i1.pp507-517
310,523,publication/378253149_Data_Mining_for_Literary_Trends_A_Big_Data_Approach?_sg=bDUJe7aU17m554mA2jTWP3XeUj_5gQx0cVDhQnQyhvkbhYHktwoyo1uSawi_3ojE9RZ1C2pmqQi0y4o,Data Mining for Literary Trends: A Big Data Approach, 10.34293/rtdh.v12iS1-Dec.90
311,524,publication/380155191_The_Way_Forward_for_Online_Public_Opinion_Governance_in_the_Age_of_Big_Data?_sg=2Pze4hexGvXlqAO6TVOrREmEtQRqE3ZkO7dEb5IXCKhX_MT0TroHSJH0oTQZ3R4JxT2_UYvr6ZMetPA,The Way Forward for Online Public Opinion Governance in the Age of Big Data, 10.54097/fy9ze461
312,525,publication/379499749_BIG_DATA_ANALYSIS_IN_HUMAN_RESOURCES_DECISION_MAKING_OPTIMIZING_WORKFORCE_MANAGEMENT?_sg=A8IfAevkFVkiwA8Po8BdHXGOFRLfYapv6a6huxxJTtSVyQYgxV5ksJdyl0CfPDBMJLAN7C1XbwVJ1SM,BIG DATA ANALYSIS IN HUMAN RESOURCES DECISION MAKING: OPTIMIZING WORKFORCE MANAGEMENT, 10.21009/JRMSI.015.1.06
313,526,publication/372053300_Big_data_and_data_analytics_in_5G_mobile_networks?_sg=GPvGyUSBi2bbFnzmHFE-vhZbcL62fPS0mw6E48HO4Sh6zhAdvAzXiGXhasDktOuH-jpE2QQC7CODoRo,Big data and data analytics in 5G mobile networks, 10.30574/gjeta.2023.15.3.0114
314,529,publication/378264105_Challenges_and_Opportunities_of_Big_Data_Analytics_for_Maritime_and_Shipping_Industry?_sg=2TXkmZe5DwrazdvAsuxHeRgcgEVjSAJNv9QRlXxf7mrsH735X6lsr3FNToMBt1d9pApm6l6h49kCx-4,Challenges and Opportunities of Big Data Analytics for Maritime and Shipping Industry, 10.46647/ijetms.2024.v08i01.011
315,532,publication/377964738_Big_Data_and_Audit_Quality_Theoretical_Study?_sg=cUDHRj3KXh0ejU_ro3UvAHlabkr9bbAnXeRlqwnJlJt5zAyWPnFkbPZoYYQZ_cNhBbelNhigBwx0NzY,Big Data and Audit Quality: Theoretical Study, 10.48165/sajssh.2024.5109
316,535,publication/378937334_A_study_on_big_data_analytics_and_innovation_From_technological_and_business_cycle_perspectives?_sg=iPEleQGtweWz89WXoPwltJjzjj6dncR0xmMlSpFBkgqPbOAuuUVy-moAlvRyb4YCjimFKCstgivPwnc,A study on big data analytics and innovation: From technological and business cycle perspectives, 10.1016/j.techfore.2024.123328
317,536,publication/380523317_Implementation_of_Big_Data_Analytics_and_its_Challenges_in_Digital_Transformation_Era_A_Literature_Review?_sg=-kDzVcByFLwvP3zJ3OSkGqqukUKGAwIoKw94L406orpBUy_BWN01Xeh_v7FSkaz4iYrdR8edKAcfk-I,Implementation of Big Data Analytics and its Challenges in Digital Transformation Era: A Literature Review, 10.47738/ijiis.v7i2.204
318,538,publication/376166836_Big_Data_in_the_Education?_sg=4mBzMV36O68PEsnIKl5xfGswnyCBWvYjG3kmEgdZwmI6rsZIagb93uCX_sD2SrigUgi0YTPdfmzVuMc,Big Data in the Education, 10.53656/ped2023-9.1
319,539,publication/378204632_Scalable_Data_Analysis_and_Query_Processing_in_Big_Data?_sg=yPLNnsxVyY0uywIEtRLVjBK0Zztgwok47c0ZuvI5_zFPbXmMI1BnukzSnKiCCnimvPce6GajPj6jio0,Scalable Data Analysis and Query Processing in Big Data, 10.1007/bfb0020711
320,542,publication/380036772_Big_Data_From_TriNetx_on_the_Association_of_Retinal_Vascular_Occlusion_and_COVID-19_Vaccinations?_sg=nEdFvZb0s-Bc_mMGscEGh6QCUarPDOVcveFU6JBbtRPPmG31_JsUJgBK1okxgHgD8VxLMejSTR9YZKg,Big Data From TriNetx on the Association of Retinal Vascular Occlusion and COVID-19 Vaccinations, 10.32388/ANXAMC.2
